date,price,sentiment
2025-08-16,27327.40243546493,-0.8076364563940776
2025-08-17,28377.812471597616,-0.9050860412209835
2025-08-18,29823.825452942707,-0.6315582870345
2025-08-19,29135.157289247538,0.48144534125429717
2025-08-20,27536.901617396044,1.3628269620762412
2025-08-21,26093.72856293578,-0.24775085967410929
2025-08-22,26613.948699222787,-0.7557679662863822
2025-08-23,28231.587016272697,0.18865847017509876
2025-08-24,28302.139083798254,-1.5319105624521063
2025-08-25,29141.143473332802,-1.2390113005459147
2025-08-26,29158.75605470991,-0.7461993344372131
2025-08-27,29159.880636764683,0.7231194107739559
2025-08-28,28571.398909232103,1.112821607805531
2025-08-29,26128.510797577386,0.4656472077445735
2025-08-30,26772.781694684112,0.04149804525253949
2025-08-31,26835.864495820573,-0.11040348148856653
2025-09-01,27896.04280758836,1.3355570496919578
2025-09-02,26288.094144282604,0.5119256887415459
2025-09-03,26477.844012057387,0.12550326939985174
2025-09-04,26417.224041903082,0.4623697959421282
2025-09-05,26302.89210948958,0.254278617607099
2025-09-06,27419.79235285225,0.06311743153344994
2025-09-07,27968.723153762458,-0.8460589789618872
2025-09-08,28575.550191731763,-0.4361040052284919
2025-09-09,28343.573814672327,-0.56455194256263
2025-09-10,27901.663349041184,0.753345431197674
2025-09-11,27102.56813489633,1.0994864695852506
2025-09-12,26503.895285480015,0.7202849733081806
2025-09-13,26493.583100746164,1.0929026201889502
2025-09-14,26148.465737490347,0.442728072027362
2025-09-15,26112.040847359756,1.2589203554024642
2025-09-16,25800.759114332093,0.8321888110968092
2025-09-17,26025.20476349078,1.086385481896999
2025-09-18,26478.151742089965,-0.3853348049641404
2025-09-19,28293.8128334452,0.15074622417381695
2025-09-20,27968.390065332955,-1.29102606510022
2025-09-21,28822.68949502945,-2.4569061575478823
2025-09-22,30636.402269559272,-1.6564860722403283
2025-09-23,30685.657777667035,-1.6922487817211498
2025-09-24,30688.31347865248,-0.7916660678653392
2025-09-25,30166.43881053037,1.5518115698062176
2025-09-26,27356.723071882137,0.2918354337267982
2025-09-27,27638.110634666165,-0.2840894425726665
2025-09-28,28012.99681672448,0.08906424516624095
2025-09-29,28031.993917430027,0.5621973438402658
2025-09-30,27434.784230022593,0.26596158287116384
2025-10-01,27144.319034082364,0.06263453971403173
2025-10-02,27074.86136790816,0.7278475995166328
2025-10-03,26736.454990968214,0.9687738680098725
2025-10-04,26202.67442210395,-0.23299839057286342
2025-10-05,27319.408043620773,-0.12690135579119566
2025-10-06,27738.024328860494,0.03595443252826318
2025-10-07,27251.38555747029,-0.8107228499422641
2025-10-08,28346.103567316608,-0.17974255406861417
2025-10-09,27788.12388548677,-0.7698306895062611
2025-10-10,28317.39515485526,0.4620057874439969
2025-10-11,27635.133610599303,0.5257519917919997
2025-10-12,26454.531916494067,0.47435960078087763
2025-10-13,26761.50204147014,-0.14605075800479142
2025-10-14,27513.684811892912,-0.10890133073334546
2025-10-15,27764.16768296275,-1.7150623700434542
2025-10-16,29235.635104230554,-1.9279939048499652
2025-10-17,30257.880284446353,-0.7608452732629568
2025-10-18,29516.448325565514,-2.2195973722144586
2025-10-19,30718.410058767946,-0.5165756877831016
2025-10-20,29727.94669385092,-1.7415884534258355
2025-10-21,30556.30815462996,-0.30765126590198616
2025-10-22,29177.118466749427,-0.8357786216423978
2025-10-23,29498.563677975024,0.2551186142474774
2025-10-24,28654.755205324156,0.3480686914256246
2025-10-25,27987.39715113016,-1.0414567783221331
2025-10-26,28745.913507915266,0.5391481090360499
2025-10-27,28157.001886058402,1.6543812370530817
2025-10-28,25898.275207130926,1.017118356116663
2025-10-29,26122.035245437964,0.4544123108647077
2025-10-30,26660.224041012603,0.21562326815491098
2025-10-31,27188.080324082053,-0.6341725566408023
2025-11-01,28285.190768043576,0.6530423402566837
2025-11-02,27294.586165423956,0.0028736784921340607
2025-11-03,27500.462855853653,0.03887867113197169
2025-11-04,27957.828265811604,-0.5826238428778713
2025-11-05,28682.03548730137,-0.8106104345773633
2025-11-06,29191.488270621296,-1.5121209477185205
2025-11-07,29380.21289883814,0.26361353049397956
2025-11-08,28747.777505167345,0.10615239411950164
2025-11-09,28806.918289771595,0.9822703326570529
2025-11-10,27983.823787061032,0.6824250630494997
2025-11-11,27475.149306622043,-0.1107959137961759
2025-11-12,27156.82342754492,-0.2680656040905492
2025-11-13,28173.38075080697,-0.5648170856917651
2025-11-14,28541.84784264412,-0.250477102683741
2025-11-15,27459.78745368151,-0.3939748825081923
2025-11-16,28215.88760308723,-0.41477982576696143
2025-11-17,27865.327875994833,-1.3620183059679434
2025-11-18,28607.24176348638,-1.434903982331913
2025-11-19,29358.713819219214,0.6539718195809842
2025-11-20,28693.206257658494,-0.1077885785565847
2025-11-21,28322.518113658178,-0.8966299613452334
2025-11-22,29098.16839457213,-0.16413675556171256
2025-11-23,29485.86224179615,1.2025691497988784
2025-11-24,28404.404498484324,-0.45699319979477376
2025-11-25,28590.307919334184,-0.37338412701433654
2025-11-26,28559.276240681287,-0.6902483715441
2025-11-27,28399.259800446787,-1.8587242633538599
2025-11-28,29600.772336107937,-0.3968347479251221
2025-11-29,29416.22656398934,-0.1769014053226337
2025-11-30,29104.34279494456,0.03728614946959945
2025-12-01,28620.131059789936,-0.5480620104860267
2025-12-02,29252.144588498737,0.14679241021685385
2025-12-03,28232.171789005202,-0.29776123171564006
2025-12-04,28372.127454019883,-0.22098014612785688
2025-12-05,28710.674286393827,-1.0114857695199213
2025-12-06,29546.549330700258,-1.5792444783592918
2025-12-07,30721.71938821612,0.29133467617641423
2025-12-08,29401.493025801417,-0.1831378796702138
2025-12-09,28805.696182543303,0.22440190830221537
2025-12-10,28393.291932237033,0.186874346843892
2025-12-11,27627.033668089538,-0.1886538878294541
2025-12-12,27276.084097247647,-0.4718730539283028
2025-12-13,28270.414149998494,0.3444185656138519
2025-12-14,27815.592133661885,0.026569945339311053
2025-12-15,28004.1947658038,-0.03378254415663653
2025-12-16,27319.68397811967,0.08050340027925824
2025-12-17,27400.025237329803,1.149374366844443
2025-12-18,26383.636962604152,1.3608680142727625
2025-12-19,25523.250028397397,1.2295962059377492
2025-12-20,24584.04462756036,0.3308852751532653
2025-12-21,25682.7809350227,-0.9175605007028139
2025-12-22,27928.201765924816,0.35383763804624035
2025-12-23,27802.076140199802,1.1313368882304404
2025-12-24,26620.541101642855,0.6383807371678255
2025-12-25,26660.5070343594,0.9341382245967391
2025-12-26,26740.410500460574,1.319193587094577
2025-12-27,24960.57604455344,1.5933324633793013
2025-12-28,24842.012257804232,1.835981829901193
2025-12-29,24838.867156697463,0.7882688477270654
2025-12-30,25838.4289958276,1.8673454963997287
2025-12-31,25844.831687889637,0.12163153439686503
2026-01-01,27181.908232602644,0.9012598578549147
2026-01-02,26870.192046455457,1.050310928418561
2026-01-03,26560.155712542277,1.468776542750412
2026-01-04,26216.703799580613,2.591121388167437
2026-01-05,24460.660502626863,2.9226020268125787
2026-01-06,23406.14246923732,0.8426722051648364
2026-01-07,25095.593754725156,-0.8762755776248693
2026-01-08,28013.351575217162,0.2636626446705369
2026-01-09,27703.154717758625,-0.6398914971727113
2026-01-10,28392.309152704143,-0.31316951753610606
2026-01-11,28580.984281160603,0.6213179447215851
2026-01-12,28324.500755872294,-0.9702003411353752
2026-01-13,29038.92413524416,-2.3291033649059902
2026-01-14,31284.73209811756,-1.0912388940894187
2026-01-15,30382.72162732506,-0.5347629049880063
2026-01-16,29713.648265308453,-0.4523536801665137
2026-01-17,29266.39549226159,-0.1565023343647263
2026-01-18,29167.70202579254,-0.7581042876934866
2026-01-19,29763.539331440916,-1.6849337712742938
2026-01-20,29852.420396029713,-1.0738667297952873
2026-01-21,29600.961871791387,-1.4048823205893781
2026-01-22,30286.401159101817,-2.185646631294272
2026-01-23,30947.951274398805,-0.7916513443629658
2026-01-24,29694.439745074003,-0.4466827336132935
2026-01-25,29770.11790829253,0.1658018808387079
2026-01-26,29031.81059215059,-0.6763213148529587
2026-01-27,29383.319557732004,-0.8945475658952661
2026-01-28,29366.231365150983,-1.3209786275187976
2026-01-29,30372.46216551023,-1.4794309555434682
2026-01-30,30535.558852520357,-0.6368031730471189
2026-01-31,30428.183041314245,-0.9790881381473083
2026-02-01,29833.780633659513,-0.19737170499935544
2026-02-02,28827.476994984954,0.25752367180821645
2026-02-03,28309.29959106536,1.9910248803724593
2026-02-04,26083.21288151597,0.06914641967933728
2026-02-05,27167.22475457729,0.8924556461899262
2026-02-06,26848.00038598078,0.539439378396065
2026-02-07,26493.25686023047,0.39302136122792336
2026-02-08,26848.17560041857,-0.9391164203277577
2026-02-09,28064.1647294865,-0.8807557826143103
2026-02-10,29212.620593824813,0.19711356330367602
2026-02-11,28223.866866695498,0.12830860579257405
2026-02-12,27823.1963313706,0.2287423253963047
2026-02-13,28205.609389655216,-0.03317246132958527
2026-02-14,29083.14960298885,1.0621569869913503
2026-02-15,28479.374632327384,0.700201999438491
2026-02-16,27660.027913182876,-1.4052326890178908
2026-02-17,29169.643749335337,-1.3613705512953238
2026-02-18,30512.590196458947,-2.441456242808722
2026-02-19,31526.972607957523,-4.201038927339588
2026-02-20,33310.703331384575,-2.8985029571185934
2026-02-21,33578.627244591495,-0.5019293413715317
2026-02-22,31709.6184395832,-0.17880788769178338
2026-02-23,29852.974401209704,-1.0418914151840228
2026-02-24,29265.421114901317,-1.3588250339364931
2026-02-25,29315.49774762585,0.24600484035868864
2026-02-26,28781.59970422378,0.3657172151250836
2026-02-27,27782.216206859535,0.3425420740943663
2026-02-28,27512.56526829195,0.24071134476525297
2026-03-01,27604.54533469374,0.2592201216168527
2026-03-02,27809.240993846164,0.9350085940869074
2026-03-03,26912.915636477515,1.1213731705153733
2026-03-04,26602.32834080065,0.9412683972391295
2026-03-05,26010.313707234385,-0.25746787177540287
2026-03-06,26985.473732792012,0.3699595246454404
2026-03-07,26678.792433983806,-0.289473705992365
2026-03-08,28009.20440495623,0.8557530500031065
2026-03-09,27223.509721934995,-0.5065189145094451
2026-03-10,27718.288225318025,-0.34165719857131305
2026-03-11,28004.553847451738,-0.12985514356120498
2026-03-12,28026.248283399767,-1.144328766943305
2026-03-13,29338.550758475354,0.8871709794621461
2026-03-14,27267.581840807718,1.8793999535939947
2026-03-15,25470.08360072697,0.8074163282144033
2026-03-16,25723.066239352727,1.234735507245093
2026-03-17,26699.992924885897,1.1505160104129462
2026-03-18,26650.91683417903,-1.4930727198205556
2026-03-19,28554.96000140197,-0.5973340746752067
2026-03-20,29141.868492591326,-0.33004510025381284
2026-03-21,29789.1914523984,-0.04439546743197952
2026-03-22,28925.838770262242,-0.8783361151126962
2026-03-23,29145.820222724687,-0.678900702470117
2026-03-24,29750.22804287488,-0.48030278370602963
2026-03-25,29602.45163813245,0.822930939464099
2026-03-26,28422.670480690635,0.865087289486317
2026-03-27,27240.43679614432,0.5957542423935198
2026-03-28,27854.226735309163,1.763966479809665
2026-03-29,27050.28300926068,0.6587205132985015
2026-03-30,27122.50526445128,0.13926969573690806
2026-03-31,27679.436901306828,-1.4093135733555053
2026-04-01,28240.622945396637,0.595707325007206
2026-04-02,27864.04414073049,1.2746260542614565
2026-04-03,26696.535221931823,1.6408276035347786
2026-04-04,25988.58992532906,1.645676594782885
2026-04-05,25699.248476601748,1.1643760286060205
2026-04-06,25543.30569378007,0.9668831347774395
2026-04-07,25068.62095420077,0.4432580038336629
2026-04-08,26143.316638691304,0.17103147643773478
2026-04-09,26513.51468846129,0.23119396796705793
2026-04-10,26835.676988539133,1.530376451490215
2026-04-11,25728.389402835768,1.4812981858820318
2026-04-12,25273.984617058668,0.9196334769174024
2026-04-13,24703.022608104915,0.13119753181257549
2026-04-14,26579.702449263626,-0.3900523081391106
2026-04-15,27676.288787397312,1.2363809600739915
2026-04-16,27176.003659427854,1.2624372070294287
2026-04-17,27242.142094879007,0.8975171470204738
2026-04-18,26784.901831341387,0.3200265873574502
2026-04-19,26286.648851163016,-0.6875686097210504
2026-04-20,27301.036139729178,-0.3889672410684619
2026-04-21,27458.740511836048,0.6052433697639862
2026-04-22,26946.80089860134,0.1044909485400646
2026-04-23,27360.15079133239,-0.05271693740037839
2026-04-24,26854.609526743392,-0.1416616451228533
2026-04-25,27641.370427522885,0.09149280054554469
2026-04-26,27086.060420266527,-1.2440841130086053
2026-04-27,28741.90234323034,-0.868929724789928
2026-04-28,29144.09676011329,-1.1802570818452478
2026-04-29,29559.75947126215,0.13993874969447806
2026-04-30,28701.2447509738,-0.502318054163143
2026-05-01,28611.064095175112,0.28019095605645244
2026-05-02,27826.675385665752,1.5707006259828904
2026-05-03,25784.283214566633,0.7521751835994829
2026-05-04,26091.954630535398,0.01149783252244587
2026-05-05,27715.351155986064,0.2543088130037427
2026-05-06,28446.373130500502,0.23234277352337968
2026-05-07,28591.560116153112,-0.6401416889826419
2026-05-08,29197.92225632624,0.09686138384179514
2026-05-09,28287.560343408226,1.8862692543356157
2026-05-10,27066.471191023305,0.9895987607356654
2026-05-11,26572.346697535515,0.4994635445443378
2026-05-12,26736.34577945414,-0.524339146480669
2026-05-13,27654.580015159892,0.043432872821382106
2026-05-14,27809.553420386383,-0.9730480899426743
2026-05-15,28588.207403493932,-1.461574165353773
2026-05-16,29603.742309603356,0.3135248825764941
2026-05-17,28144.35425029755,-0.5150305389866788
2026-05-18,28385.98356676065,0.709596816654579
2026-05-19,28531.487544108164,1.8282752922661158
2026-05-20,26617.640894475968,1.4032120771080023
2026-05-21,25876.57418536044,1.4030094262166437
2026-05-22,25793.004515577388,2.615132837557474
2026-05-23,24729.94409488129,1.480111639575879
2026-05-24,24401.585855714147,0.4556868216654243
2026-05-25,25523.74739236654,-0.8177756579324698
2026-05-26,27759.735011133424,-0.373006406619661
2026-05-27,28316.891826291365,1.1395313011930526
2026-05-28,27199.93303165725,1.596815389825459
2026-05-29,26775.51673738424,0.22319329168109686
2026-05-30,26840.9956839997,-0.5258324188831245
2026-05-31,27870.55007913985,-0.6708960011001103
2026-06-01,28314.184305109888,-0.06774364388818567
2026-06-02,28859.700103521827,-0.13705225782597705
2026-06-03,27776.400721284244,0.18512924228343186
2026-06-04,27428.944566548067,0.44974630552590555
2026-06-05,27058.9019108964,0.09244785039354246
2026-06-06,27677.879627370898,0.10216999554097866
2026-06-07,27985.516499033114,0.3218497967982553
2026-06-08,28288.35084665005,0.20185796511521353
2026-06-09,27315.82700327216,0.6389793889269817
2026-06-10,27363.82290555821,2.0861954809228176
2026-06-11,25649.34912222539,1.8462334766458595
2026-06-12,24765.96928859426,1.237621070506483
2026-06-13,25334.04292928747,-0.6370938781494629
2026-06-14,26720.649476693652,0.03546126364609794
2026-06-15,26392.138490868005,-1.5841896313471406
2026-06-16,28385.955072842324,-2.0900601617358787
2026-06-17,29464.265677935968,-0.43189396834965504
2026-06-18,28921.506049529788,0.4343993828825995
2026-06-19,28271.921883422503,0.21221904072432599
2026-06-20,28089.599792388428,-1.2730402075752993
2026-06-21,29861.513841202403,-1.0041171456173197
2026-06-22,29843.683050000644,-1.109145843218901
2026-06-23,29368.257668367267,-0.03208852336485699
2026-06-24,28463.860708843386,2.0188012214759854
2026-06-25,26052.06091619244,1.480787489785565
2026-06-26,25084.438196546373,0.29464102103112816
2026-06-27,26314.11831107897,-0.7560939255913235
2026-06-28,27482.252022180226,-0.420751559989025
2026-06-29,27263.418433180705,-0.32414324236374625
2026-06-30,28179.31663368683,-1.1108711219480916
2026-07-01,29051.60899942422,-0.48417394987295764
2026-07-02,29164.01316147705,-1.2063647032655802
2026-07-03,29770.33852052539,0.32144386342893677
2026-07-04,28949.68169754524,1.195270092778491
2026-07-05,27462.54972389577,1.7387181564402299
2026-07-06,26658.761050407316,0.7139368498567586
2026-07-07,26798.268184643377,0.955759005842236
2026-07-08,26643.532798118973,0.5405204319620128
2026-07-09,26939.6187556263,0.06888541377799692
2026-07-10,26743.005591315406,-0.1710549282387766
2026-07-11,27393.45549488081,-1.1474441781555582
2026-07-12,28590.187356913662,-1.858196063392558
2026-07-13,30084.14912624322,-0.34505239985470876
2026-07-14,28886.177630298567,-0.29123929689388134
2026-07-15,29435.84127016373,0.09432499630254663
2026-07-16,28748.663440863504,1.006188271004949
2026-07-17,26997.442081497193,-0.8166955546469444
2026-07-18,27465.886619302593,-1.0880248810456439
2026-07-19,28567.319370194826,-0.41935475872224565
2026-07-20,28651.781263028057,0.16969044693840327
2026-07-21,27904.075616311624,-0.14344081956142307
2026-07-22,28115.026134304724,0.8873331508100674
2026-07-23,26995.370715897923,0.7962429717059081
2026-07-24,26962.531684925187,-0.49224955612006377
2026-07-25,27568.10946349358,-1.020429348408497
2026-07-26,28664.67652394505,0.1672755991426483
2026-07-27,28626.13650175349,0.5838353173265376
2026-07-28,28899.02422119286,-1.2139003844827903
2026-07-29,29163.763526785733,0.5210966510939333
2026-07-30,27975.989690311035,0.9124211930151398
2026-07-31,26812.884262881475,1.7931031690563606
2026-08-01,26062.711387577183,0.8248643805126517
2026-08-02,25709.91161230469,0.32017685955519676
2026-08-03,26248.862254018808,-0.702560386407252
2026-08-04,27656.746048517118,1.858470657216673
2026-08-05,25727.541748607917,1.0445504313303382
2026-08-06,25407.976055767198,2.08399477774099
